Image,Class,X_min,Y_min,X_max,Y_max
001721.png,car,700,164,775,253
001722.png,car,634,175,724,212
001722.png,car,754,172,806,196
001723.png,car,0,222,225,375
001723.png,car,197,201,421,334
001723.png,car,799,169,941,248
001723.png,car,402,186,495,263
001723.png,car,662,180,714,220
001723.png,car,732,175,771,206
001723.png,car,482,188,530,237
001723.png,car,663,177,742,220
001729.png,car,1035,239,1241,369
001729.png,car,780,186,846,232
001730.png,car,524,182,560,211
001731.png,car,0,217,229,375
001731.png,car,260,195,474,323
001731.png,car,724,164,752,188
001731.png,car,679,162,725,198
001731.png,car,767,155,796,172
001733.png,car,711,184,857,284
001733.png,car,390,198,478,259
001733.png,car,662,183,720,234
001736.png,car,0,206,288,371
001736.png,car,380,194,487,277
001736.png,car,460,186,514,245
001737.png,car,573,179,662,257
001739.png,car,533,189,567,219
001739.png,car,506,191,530,207
001740.png,car,874,187,1241,373
001740.png,car,776,173,879,251
001740.png,car,608,164,651,196
001740.png,car,738,174,794,227
001741.png,car,42,191,334,345
001741.png,car,712,184,897,308
001741.png,car,553,182,603,220
001741.png,car,357,186,450,254
001741.png,car,221,172,354,241
001742.png,car,0,243,128,375
001742.png,car,332,185,453,258
001742.png,car,0,184,121,255
001742.png,car,577,176,630,221
001742.png,car,93,190,284,268
001742.png,car,95,192,219,271
001743.png,car,0,206,303,372
001743.png,car,281,196,444,302
001743.png,car,782,170,906,242
001743.png,car,423,185,503,254
001743.png,car,659,173,720,218
001743.png,car,725,174,763,206
001744.png,car,464,185,531,236
001744.png,car,330,174,370,199
001744.png,car,590,179,632,215
001744.png,car,551,179,576,198
001747.png,car,934,237,1241,373
001747.png,car,552,185,611,230
001747.png,car,238,175,429,258
001750.png,car,0,191,135,254
001750.png,car,412,178,445,200
001750.png,car,240,180,303,215
001750.png,car,279,184,345,217
001751.png,car,0,195,237,302
001751.png,car,570,184,609,220
001751.png,car,308,183,385,240
001751.png,car,409,194,456,219
001752.png,car,428,181,459,199
001753.png,car,523,175,736,370
001753.png,car,223,180,363,238
001754.png,car,0,190,214,368
001754.png,car,168,169,370,321
001754.png,car,365,185,446,246
001755.png,car,483,177,545,229
001755.png,car,251,189,350,237
001759.png,car,946,184,1201,282
001759.png,car,752,187,900,278
001759.png,car,637,176,667,197
001760.png,car,597,175,664,239
001764.png,car,0,209,140,339
001764.png,car,525,181,590,233
001764.png,car,49,188,171,252
001764.png,car,154,183,297,259
001764.png,car,421,181,484,236
001764.png,car,275,184,320,215
001764.png,car,312,185,367,227
001765.png,car,963,221,1241,371
001765.png,car,774,193,984,316
001765.png,car,726,182,823,259
001765.png,car,0,143,406,371
001765.png,car,393,173,472,284
001765.png,car,486,168,558,211
001765.png,car,696,174,747,228
001765.png,car,646,173,674,208
001766.png,car,0,188,104,268
001766.png,car,694,171,741,207
001766.png,car,1060,154,1123,177
001769.png,car,88,198,255,281
001769.png,car,242,181,344,246
001769.png,car,366,183,438,220
001769.png,car,0,181,94,301
001769.png,car,425,180,466,213
001770.png,car,704,196,826,274
001770.png,car,1021,268,1241,371
001770.png,car,679,182,755,246
001770.png,car,653,179,700,216
001771.png,car,791,152,1098,334
001771.png,car,344,179,485,271
001771.png,car,713,170,805,227
001771.png,car,527,167,597,223
001773.png,truck,839,119,1140,235
001773.png,car,1132,183,1241,372
001773.png,car,185,189,305,246
001773.png,truck,48,171,187,252
001773.png,car,1138,183,1241,270
001773.png,car,383,174,442,211
001774.png,car,425,181,458,199
001775.png,car,487,177,552,227
001775.png,car,457,163,503,205
001775.png,car,601,169,639,202
001776.png,car,374,165,513,263
001778.png,car,0,179,266,333
001778.png,car,717,162,873,289
001778.png,car,343,161,507,287
001778.png,car,609,166,657,195
001779.png,car,143,190,362,279
001779.png,car,1166,157,1241,246
001779.png,car,0,188,211,369
001779.png,car,1010,159,1187,258
001780.png,car,0,190,231,341
001780.png,car,861,195,1099,276
001780.png,car,125,189,357,295
001780.png,car,1070,233,1241,372
001780.png,car,328,184,440,257
001780.png,car,461,178,520,212
001780.png,car,823,184,938,256
001780.png,car,251,181,439,256
001780.png,car,354,175,456,233
001781.png,car,0,202,285,373
001781.png,car,298,194,417,280
001781.png,car,416,185,486,220
001786.png,car,115,193,262,256
001787.png,car,283,189,352,225
001788.png,car,54,209,302,334
001788.png,car,280,194,384,276
001788.png,car,382,194,502,270
001788.png,car,479,174,542,233
001788.png,car,1111,157,1241,254
001788.png,car,633,178,691,210
001791.png,car,576,180,634,234
001792.png,car,761,183,906,290
001792.png,car,600,178,661,234
001794.png,car,157,196,332,285
001794.png,car,0,256,72,374
001794.png,car,608,183,715,259
001794.png,car,309,188,387,251
001794.png,car,54,169,223,260
001794.png,car,497,182,551,224
001794.png,car,420,181,459,211
001796.png,car,0,219,259,374
001796.png,car,250,195,431,295
001796.png,car,539,177,587,207
001797.png,car,847,184,1143,344
001797.png,car,784,174,906,271
001797.png,car,777,155,860,240
001798.png,car,543,182,575,205
001799.png,car,562,175,616,227
001803.png,car,606,177,663,228
001803.png,car,566,178,604,199
001805.png,car,291,201,428,299
001809.png,car,513,179,547,204
001810.png,car,0,207,354,372
001810.png,car,532,182,567,209
001811.png,car,341,201,528,345
001811.png,car,1044,221,1241,371
001812.png,car,141,196,327,285
001812.png,car,838,169,1098,313
001812.png,car,590,169,644,220
001813.png,car,82,183,202,224
001813.png,car,304,166,383,209
001813.png,car,248,181,312,209
001814.png,car,0,223,287,365
001820.png,car,846,191,1241,370
001820.png,car,469,187,511,219
001820.png,car,576,182,608,206
001821.png,car,0,211,241,374
001821.png,car,301,187,447,278
001821.png,car,267,186,330,250
001823.png,car,637,175,680,205
001825.png,car,930,206,1240,371
001825.png,car,575,180,606,203
001825.png,car,467,182,505,217
001826.png,car,106,207,227,253
001826.png,car,292,189,350,222
001827.png,car,0,194,204,372
001827.png,car,724,176,1018,273
001829.png,car,716,182,833,249
001829.png,car,823,181,888,231
001829.png,car,879,181,929,217
001832.png,car,306,181,508,310
001832.png,car,0,195,296,371
001833.png,car,560,175,595,194
001837.png,car,512,184,542,209
001837.png,car,568,180,620,224
001838.png,car,997,172,1241,308
001838.png,car,0,228,153,369
001838.png,car,552,194,628,241
001838.png,car,440,197,508,242
001842.png,car,657,168,688,196
001843.png,car,790,209,1088,366
001843.png,car,562,190,618,233
001843.png,car,296,183,346,212
001843.png,car,331,173,473,242
001843.png,car,489,185,524,214
001844.png,car,0,184,158,258
001844.png,car,364,170,526,223
001844.png,truck,943,145,1053,200
001844.png,car,855,157,1020,248
001845.png,car,225,190,364,246
001845.png,car,343,185,414,229
001845.png,car,426,180,468,213
001845.png,car,346,183,435,227
001847.png,car,579,178,640,235
001848.png,car,839,178,1242,362
001848.png,car,520,185,590,235
001848.png,car,571,180,607,218
001849.png,car,1020,160,1241,373
001849.png,car,285,190,445,258
001849.png,car,73,188,339,309
001849.png,car,983,167,1102,242
001850.png,truck,270,144,541,291
001850.png,car,646,173,701,207
001850.png,car,0,178,39,272
001851.png,car,588,172,622,204
001853.png,car,996,181,1172,273
001855.png,car,0,187,310,374
001855.png,car,354,187,469,259
001855.png,car,193,191,323,256
001855.png,car,577,177,653,240
001855.png,car,454,180,507,222
001855.png,car,283,184,345,222
001857.png,car,0,161,334,374
001857.png,car,484,181,537,218
001857.png,car,588,173,625,208
001858.png,car,0,201,306,373
001858.png,car,581,180,665,251
001858.png,car,335,185,442,264
001860.png,car,74,189,253,285
001860.png,car,221,180,354,248
001860.png,car,0,178,124,315
001862.png,car,543,178,580,202
001862.png,truck,0,168,238,371
001863.png,car,453,182,483,201
001863.png,car,581,174,608,199
001867.png,car,0,196,292,370
001867.png,car,866,227,1241,370
001867.png,car,387,186,498,259
001867.png,car,702,184,819,265
001867.png,car,660,176,705,226
001868.png,car,163,219,392,346
001868.png,car,915,205,1241,372
001868.png,car,707,188,819,271
001868.png,car,524,183,548,208
001868.png,car,378,187,470,258
001868.png,car,480,188,525,226
001868.png,car,653,179,699,220
001869.png,car,178,187,289,243
001872.png,car,219,180,453,335
001872.png,car,875,170,1241,374
001872.png,car,738,175,918,301
001872.png,car,667,174,726,222
001872.png,truck,412,125,532,243
001874.png,car,750,207,1006,349
001874.png,car,705,180,831,270
001874.png,car,675,180,730,225
001875.png,car,0,191,248,300
001875.png,car,497,177,527,197
001876.png,car,578,175,636,230
001876.png,car,895,167,922,190
001877.png,car,0,223,286,365
001877.png,car,721,165,858,210
001877.png,car,310,173,362,209
001877.png,car,443,172,474,197
001882.png,car,0,213,336,372
001882.png,car,318,193,495,317
001882.png,car,490,190,593,260
001882.png,car,746,170,787,200
001883.png,car,0,194,68,236
001887.png,car,155,181,410,344
001887.png,car,483,182,538,224
001888.png,car,0,223,287,365
001888.png,car,438,171,472,198
001889.png,car,652,167,675,188
001890.png,car,575,168,609,198
001893.png,car,0,186,319,341
001893.png,car,571,176,616,213
001893.png,car,189,170,328,242
001893.png,truck,359,143,502,250
001895.png,car,204,186,337,230
001895.png,car,111,170,268,226
001895.png,car,567,174,622,203
001895.png,car,432,177,473,217
001897.png,car,651,178,795,274
001897.png,car,546,179,609,221
001898.png,car,602,183,696,251
001898.png,truck,1,141,352,374
001898.png,car,375,182,436,229
001901.png,car,334,178,380,201
001904.png,car,689,175,736,209
001904.png,car,737,177,774,198
001907.png,car,574,185,658,262
001907.png,car,279,209,330,235
001907.png,car,1149,189,1241,254
001907.png,car,15,207,150,263
001907.png,car,326,203,360,230
001908.png,car,143,191,320,288
001908.png,car,317,212,503,324
001908.png,car,689,187,778,261
001908.png,car,574,187,634,233
001908.png,car,425,186,524,264
001908.png,car,1010,126,1241,370
001908.png,car,803,208,1031,372
001908.png,car,96,194,169,233
001908.png,car,725,208,867,317
001908.png,truck,624,148,679,220
001909.png,car,480,190,611,261
001909.png,car,628,146,1010,354
001909.png,car,0,212,79,365
001909.png,car,1056,159,1238,234
001909.png,car,6,204,129,295
001909.png,car,985,158,1039,219
001909.png,car,373,183,438,221
001909.png,car,348,177,379,200
001909.png,car,188,187,230,214
001909.png,car,552,167,653,223
001912.png,car,0,202,29,279
001912.png,truck,818,161,966,230
001912.png,car,819,161,966,230
001913.png,car,512,178,541,199
001914.png,car,576,174,632,227
001916.png,car,784,185,1213,374
001916.png,car,378,188,506,278
001916.png,car,663,179,740,237
001916.png,car,726,170,880,301
001917.png,car,824,196,1039,370
001917.png,car,708,175,763,230
001917.png,car,750,165,886,281
001917.png,car,684,176,713,207
001918.png,car,564,179,619,228
001918.png,car,512,181,549,209
001918.png,car,403,189,462,227
001921.png,car,220,203,455,353
001921.png,car,0,211,255,372
001921.png,car,418,175,523,268
001921.png,car,661,187,733,225
001921.png,car,519,191,549,241
001921.png,car,632,183,671,209
001924.png,car,898,195,1241,371
001924.png,car,781,170,832,233
001924.png,car,806,159,1012,298
001925.png,car,558,177,628,233
001928.png,car,192,194,329,264
001928.png,car,345,194,485,279
001928.png,car,575,180,611,211
001928.png,car,165,193,222,236
001928.png,car,456,185,509,225
001930.png,car,81,176,164,211
001930.png,car,575,170,614,209
001930.png,car,31,189,82,210
001932.png,car,0,179,340,374
001932.png,car,466,181,526,230
001932.png,car,551,175,583,193
001934.png,car,428,182,477,213
001934.png,car,494,178,521,197
001936.png,car,239,191,350,250
001939.png,car,553,192,718,277
001939.png,car,253,198,420,262
001939.png,car,170,202,262,257
001939.png,truck,422,170,574,269
001939.png,car,832,174,907,233
001940.png,car,337,157,422,197
001941.png,car,758,187,1083,362
001941.png,car,10,173,333,304
001941.png,car,737,173,827,217
001941.png,truck,0,85,406,257
001941.png,car,431,168,507,212
001941.png,car,346,168,454,223
001941.png,car,633,173,676,196
001942.png,truck,88,98,480,319
001942.png,car,0,191,93,306
001942.png,car,573,174,620,215
001942.png,truck,458,102,539,214
001942.png,car,31,182,91,238
001943.png,car,464,176,500,203
001943.png,car,0,204,83,316
001947.png,car,830,178,1198,368
001947.png,car,79,183,241,247
001947.png,car,709,178,768,242
001947.png,car,752,182,858,279
001948.png,car,0,171,208,299
001948.png,car,353,176,457,216
001949.png,truck,340,145,442,270
001949.png,car,434,177,466,215
001951.png,car,91,186,349,297
001951.png,car,302,177,392,214
001951.png,car,506,173,542,193
001951.png,car,420,180,467,205
001952.png,car,326,186,408,232
001954.png,car,0,219,178,373
001954.png,car,800,182,1241,373
001954.png,car,166,196,348,301
001954.png,car,371,186,462,242
001954.png,car,711,180,828,257
001955.png,car,778,180,1028,337
001955.png,car,348,184,499,280
001955.png,car,1041,158,1203,252
001955.png,car,1154,155,1241,275
001955.png,car,0,294,115,372
001955.png,car,452,166,559,242
001955.png,car,988,162,1062,227
001955.png,car,986,161,1091,228
001955.png,car,685,174,729,199
001956.png,car,561,177,615,225
001957.png,car,223,203,384,260
001959.png,car,1061,130,1241,272
001959.png,car,716,181,846,267
001959.png,car,0,220,160,371
001959.png,car,899,150,1128,228
001959.png,car,232,216,343,275
001959.png,car,434,183,497,221
001963.png,car,197,179,409,267
001963.png,car,552,182,611,230
001963.png,car,448,183,499,212
001963.png,car,444,184,501,223
001963.png,car,519,182,558,213
001966.png,truck,39,112,443,350
001966.png,car,539,197,745,368
001966.png,car,424,180,484,260
001966.png,truck,738,0,1240,371
001967.png,car,0,180,322,341
001967.png,car,918,184,993,245
001967.png,car,561,184,683,241
001967.png,car,803,183,845,213
001969.png,car,816,184,1167,319
001969.png,car,1,183,251,297
001969.png,car,763,188,865,281
001969.png,car,192,172,296,244
001969.png,car,297,169,363,216
001971.png,truck,0,96,260,362
001973.png,car,584,179,643,235
001973.png,car,916,175,973,202
001978.png,car,277,189,370,240
001979.png,car,56,202,362,371
001979.png,car,346,189,433,248
001979.png,car,628,177,706,205
001980.png,car,673,168,792,248
001980.png,car,345,193,441,257
001980.png,car,543,175,579,200
001985.png,car,268,191,462,316
001988.png,car,429,176,483,203
001989.png,car,914,192,990,221
001989.png,car,550,188,597,228
001989.png,car,798,190,869,220
001989.png,car,499,186,533,213
001992.png,car,0,218,329,371
001992.png,car,290,161,496,315
001992.png,car,487,186,534,253
001992.png,car,677,180,778,228
001992.png,car,639,181,685,208
001992.png,car,520,185,562,230
001993.png,car,604,170,658,213
001993.png,car,494,167,533,196
002001.png,car,978,179,1228,373
002004.png,car,739,187,844,248
002004.png,truck,589,149,664,228
002004.png,car,484,140,525,184
002008.png,car,47,181,224,262
002008.png,car,320,180,386,217
002008.png,car,544,170,716,320
002010.png,car,170,142,372,274
002011.png,car,588,171,624,202
002011.png,truck,204,188,352,255
002014.png,car,0,223,286,366
002014.png,car,132,179,249,239
002014.png,car,453,174,512,207
002014.png,car,1128,144,1223,202
002016.png,car,29,196,247,281
002017.png,car,545,170,718,323
002017.png,car,349,180,408,212
002018.png,car,523,177,736,370
002018.png,car,1024,171,1236,241
002018.png,car,929,171,1041,218
002018.png,car,482,180,560,236
002018.png,car,0,200,82,258
002019.png,car,444,181,524,233
002020.png,car,1013,173,1242,290
002020.png,car,717,184,834,263
002020.png,car,364,187,476,272
002020.png,car,681,174,747,238
002020.png,car,424,163,512,238
002021.png,car,303,187,382,238
002021.png,car,226,190,310,239
002021.png,car,458,182,490,207
002022.png,car,470,174,547,233
002024.png,car,767,193,1217,374
002024.png,car,0,203,251,368
002024.png,car,647,174,783,273
002024.png,car,221,181,345,289
002024.png,car,354,187,404,237
002024.png,car,611,180,666,247
002024.png,car,583,179,626,230
002024.png,car,333,190,377,253
002024.png,car,389,159,472,210
002025.png,car,583,172,609,194
002027.png,car,470,179,532,225
002027.png,car,614,178,656,209
002028.png,car,716,176,879,282
002028.png,car,377,177,464,238
002029.png,car,691,190,770,248
002029.png,car,0,299,143,374
002032.png,car,0,167,49,225
002033.png,car,578,176,827,260
002033.png,car,544,180,579,208
002035.png,car,920,225,1241,373
002035.png,car,713,186,867,293
002035.png,car,265,191,451,298
002035.png,car,655,178,721,234
002037.png,car,131,189,225,235
002037.png,car,376,185,410,202
002038.png,car,622,179,778,249
002038.png,car,1095,178,1228,258
002038.png,truck,0,159,218,313
002038.png,car,875,180,975,226
002038.png,car,1079,184,1109,209
002039.png,car,65,191,383,291
002039.png,car,420,184,460,213
002040.png,car,0,210,87,271
002040.png,car,572,181,653,260
002041.png,car,733,162,907,229
002041.png,car,206,184,391,316
002041.png,car,1046,201,1241,370
002041.png,car,354,190,441,266
002041.png,car,1000,178,1163,317
002043.png,car,548,183,587,205
002043.png,car,320,177,409,226
002044.png,car,31,181,244,284
002044.png,car,267,186,444,299
002044.png,car,708,189,821,268
002044.png,car,657,181,710,222
002044.png,car,437,179,510,233
002046.png,car,1051,200,1206,263
002046.png,car,558,182,601,218
002046.png,car,512,180,543,207
002047.png,car,815,200,1239,373
002047.png,car,239,169,313,204
002048.png,car,890,186,983,244
002048.png,car,862,169,911,212
002048.png,car,389,177,540,246
002051.png,car,680,178,759,242
002051.png,car,538,173,584,209
002052.png,truck,0,4,379,373
002052.png,car,576,175,620,213
002052.png,truck,506,127,561,203
002053.png,car,528,182,557,207
002054.png,car,731,188,913,306
002054.png,car,692,165,745,217
002054.png,car,546,168,601,216
002056.png,car,0,207,95,281
002056.png,car,276,187,348,226
002057.png,car,721,149,893,253
002057.png,car,305,188,441,275
002057.png,car,464,170,507,218
002057.png,car,435,187,486,230
002057.png,car,570,163,606,192
002060.png,car,80,184,342,324
002060.png,car,741,192,893,283
002060.png,car,567,180,626,226
002060.png,car,0,189,50,290
002060.png,car,375,168,503,224
002063.png,car,0,190,142,316
002068.png,truck,769,72,1241,373
002068.png,car,338,177,480,281
002068.png,car,691,181,777,243
002068.png,car,473,182,534,220
002068.png,car,654,183,695,208
002069.png,car,526,171,561,195
002070.png,car,565,175,621,228
002070.png,car,436,181,490,223
002070.png,car,1010,161,1098,187
002072.png,car,137,196,418,356
002072.png,car,504,173,586,238
002072.png,truck,456,155,507,202
002072.png,car,457,156,508,202
002077.png,car,256,191,441,314
002077.png,car,759,185,945,307
002077.png,car,702,173,764,246
002077.png,car,729,181,798,262
002077.png,truck,380,156,497,255
002079.png,car,0,227,274,374
002079.png,car,255,191,432,303
002079.png,car,441,180,514,231
002079.png,car,508,170,543,204
002079.png,car,601,185,649,218
002080.png,car,880,146,1241,371
002080.png,car,0,199,351,356
002080.png,car,1131,221,1241,372
002080.png,car,388,182,494,244
002080.png,car,812,165,924,262
002082.png,car,595,151,938,343
002082.png,car,456,191,581,260
002082.png,car,999,166,1156,234
002082.png,car,0,219,56,357
002082.png,car,149,186,208,216
002082.png,car,341,185,407,222
002082.png,car,918,164,980,216
002082.png,truck,0,81,99,296
002082.png,car,524,169,621,222
002083.png,car,568,171,618,218
002084.png,car,719,178,796,231
002085.png,car,862,196,1241,374
002085.png,car,0,211,244,374
002085.png,car,755,187,912,284
002085.png,car,218,195,401,299
002085.png,car,492,180,542,213
002085.png,car,597,173,632,192
002085.png,car,372,192,447,255
002086.png,car,0,204,265,361
002086.png,car,743,182,897,280
002086.png,car,315,189,440,257
002086.png,car,1003,239,1241,369
002086.png,car,661,177,721,218
002086.png,car,698,180,772,242
002087.png,car,400,180,462,226
002087.png,car,633,160,714,215
002089.png,car,564,180,823,266
002089.png,car,0,204,33,245
002091.png,car,950,180,1134,276
002093.png,car,0,227,279,372
002093.png,car,189,166,418,340
002093.png,car,392,169,490,268
002093.png,car,647,176,689,202
002094.png,car,0,188,127,252
002096.png,car,790,186,1021,311
002096.png,car,745,168,818,195
002097.png,car,703,175,747,202
002097.png,truck,837,156,998,248
002097.png,car,638,177,669,200
002098.png,car,364,188,490,273
002098.png,car,0,227,292,369
002098.png,car,558,181,609,221
002101.png,car,813,176,1142,327
002101.png,car,530,186,597,231
002102.png,car,226,189,443,257
002102.png,car,0,188,190,366
002102.png,car,716,184,888,291
002102.png,car,678,178,741,227
002102.png,car,120,192,282,307
002103.png,car,703,201,892,317
002103.png,car,827,200,1241,371
002103.png,car,395,198,506,284
002103.png,car,515,186,561,215
002105.png,car,0,191,88,247
002105.png,car,982,136,1241,373
002105.png,truck,872,128,1067,227
002105.png,car,265,186,360,234
002105.png,car,152,171,263,237
002105.png,car,705,176,772,218
002106.png,car,811,183,1162,372
002106.png,car,310,186,486,296
002106.png,car,1108,156,1241,268
002106.png,car,748,191,854,271
002106.png,car,541,181,574,228
002107.png,car,819,180,1241,374
002107.png,car,0,206,288,375
002107.png,car,264,174,414,286
002107.png,car,711,176,822,253
002107.png,car,397,173,479,244
002107.png,car,500,173,540,196
002107.png,car,680,172,743,225
002107.png,car,583,172,608,191
002110.png,car,286,205,373,258
002110.png,car,194,206,297,264
002110.png,car,0,227,116,315
002111.png,car,873,189,1242,373
002113.png,car,0,197,129,256
002113.png,car,395,183,432,205
002115.png,car,44,201,111,230
002118.png,car,409,166,462,207
002118.png,truck,583,117,702,204
002119.png,car,21,198,221,298
002119.png,car,355,181,421,222
002119.png,car,463,181,512,217
002119.png,car,203,193,308,256
002119.png,car,300,191,349,238
002121.png,car,286,186,349,219
002122.png,car,156,192,378,273
002122.png,car,15,174,239,272
002123.png,car,561,191,709,329
002124.png,car,0,223,286,365
002124.png,car,454,173,521,212
002126.png,car,598,185,674,252
002126.png,car,367,191,447,241
002126.png,car,752,182,898,256
002126.png,car,0,206,55,297
002126.png,car,287,190,356,236
002126.png,car,502,182,538,211
002126.png,car,729,187,762,224
002126.png,car,146,189,212,235
002127.png,car,123,174,403,356
002127.png,truck,672,185,717,233
002130.png,car,784,206,1120,372
002130.png,car,340,186,477,271
002130.png,car,461,174,524,228
002130.png,car,661,182,733,234
002131.png,car,0,179,141,329
002131.png,car,368,193,457,271
002131.png,car,457,184,513,237
002135.png,car,0,206,134,350
002135.png,car,707,191,813,270
002135.png,car,64,200,335,307
002135.png,car,781,176,931,240
002135.png,car,188,190,401,271
002135.png,car,347,182,450,247
002135.png,car,698,175,753,214
002135.png,car,250,182,404,256
002137.png,car,178,208,430,371
002137.png,car,461,190,523,236
002137.png,car,881,177,1241,373
002137.png,car,622,176,676,231
002138.png,car,863,187,1241,375
002138.png,car,799,159,966,282
002139.png,car,134,189,289,269
002139.png,car,280,181,457,294
002139.png,car,578,176,647,235
002139.png,car,0,214,99,308
002139.png,car,435,183,501,228
002140.png,car,576,175,620,213
002140.png,car,303,182,389,235
002141.png,car,0,187,248,369
002141.png,car,799,175,862,228
002142.png,car,712,190,838,279
002142.png,car,120,180,283,267
002142.png,car,275,186,445,295
002142.png,car,660,181,721,226
002142.png,car,442,180,513,233
002143.png,car,310,192,432,282
002145.png,car,416,186,516,261
002145.png,car,492,173,533,213
002145.png,car,533,177,577,218
002147.png,car,808,194,1027,319
002147.png,car,25,170,365,340
002147.png,car,0,194,132,372
002147.png,car,594,180,659,229
002147.png,car,751,177,844,251
002147.png,car,352,176,496,250
002147.png,car,730,176,779,241
002147.png,car,524,174,560,208
002148.png,car,453,175,512,212
002150.png,car,174,179,344,288
002150.png,car,0,163,188,365
002150.png,truck,882,151,990,216
002150.png,car,446,172,509,209
002150.png,car,362,171,464,223
002152.png,car,856,192,1241,374
002152.png,car,61,188,272,262
002152.png,car,707,181,838,269
002152.png,car,399,184,481,246
002152.png,car,459,178,511,228
002152.png,car,685,179,736,233
002153.png,car,104,222,373,369
002153.png,car,717,187,838,276
002153.png,car,985,241,1241,372
002153.png,car,660,180,706,222
002153.png,car,475,181,523,226
002153.png,car,524,182,547,209
002153.png,car,369,187,472,265
002155.png,truck,0,84,313,336
002155.png,car,582,177,666,250
002155.png,car,709,172,797,237
002155.png,car,788,138,1030,292
002156.png,truck,0,96,259,362
002157.png,car,908,215,1241,372
002157.png,car,719,184,846,270
002157.png,car,674,181,745,243
002158.png,car,0,275,202,374
002158.png,car,281,178,453,294
002158.png,car,701,188,867,295
002158.png,car,672,191,715,237
002158.png,car,449,175,520,231
002158.png,car,517,179,545,209
002161.png,car,798,181,1144,351
002161.png,car,0,205,243,373
002161.png,car,699,174,810,245
002161.png,car,376,177,457,232
002162.png,car,264,185,357,232
002164.png,car,659,178,745,209
002167.png,car,309,186,398,234
002167.png,car,0,209,101,306
002167.png,car,386,183,436,221
002167.png,car,88,187,263,275
002168.png,car,737,184,975,268
002168.png,car,89,172,315,263
002168.png,car,0,188,160,311
002168.png,car,656,179,752,226
002168.png,car,337,171,430,222
002168.png,car,239,181,370,244
002168.png,car,0,240,50,362
002169.png,car,735,205,912,321
002169.png,car,923,233,1241,372
002169.png,car,369,203,481,277
002169.png,car,683,199,767,280
002169.png,car,460,201,506,249
002172.png,car,390,188,575,284
002172.png,car,0,192,196,265
002172.png,car,363,182,439,222
002172.png,car,647,170,691,201
002172.png,car,719,162,756,196
002173.png,car,0,198,220,372
002173.png,car,89,170,278,259
002173.png,truck,309,135,489,269
002173.png,car,266,184,318,235
002176.png,car,712,182,863,280
002176.png,car,661,177,706,217
002176.png,car,1033,208,1241,371
002176.png,car,691,175,772,244
002176.png,car,30,190,129,232
002177.png,car,794,184,1092,346
002177.png,car,0,209,271,372
002177.png,car,244,193,383,278
002177.png,car,397,187,476,237
002177.png,car,686,183,792,245
002182.png,car,342,181,490,282
002182.png,car,558,180,608,220
002182.png,car,0,180,201,314
002182.png,car,265,185,359,241
002182.png,car,469,182,521,224
002182.png,car,122,187,233,235
002182.png,car,517,184,547,207
002183.png,car,0,207,373,373
002183.png,car,684,183,801,265
002183.png,car,369,177,487,260
002183.png,car,476,175,529,218
002183.png,car,661,185,694,226
002185.png,car,195,199,451,366
002185.png,car,126,187,329,258
002185.png,car,716,178,851,295
002185.png,car,679,183,741,266
002186.png,car,535,180,579,210
002187.png,car,0,199,287,375
002187.png,car,835,193,1151,361
002187.png,car,261,194,415,289
002187.png,car,747,187,881,274
002187.png,car,393,189,469,250
002187.png,car,496,180,545,211
002187.png,car,712,179,782,240
002187.png,car,1105,175,1239,229
002188.png,car,384,184,425,209
002191.png,car,0,199,267,304
002192.png,car,464,178,519,224
002193.png,car,36,214,434,373
002193.png,car,858,249,1241,370
002193.png,car,504,186,555,224
002193.png,car,554,184,579,208
002193.png,car,645,183,691,215
002194.png,car,27,189,288,351
002194.png,car,221,178,401,286
002194.png,car,584,186,641,227
002194.png,car,894,151,1241,374
002194.png,car,381,178,503,238
002194.png,car,889,177,977,254
002195.png,car,474,178,549,233
002195.png,car,603,169,639,202
002195.png,car,385,159,470,225
002197.png,car,760,169,811,212
002201.png,car,567,174,629,224
002201.png,car,0,227,236,372
002201.png,car,291,177,342,233
002201.png,car,1,193,141,235
002202.png,car,149,178,240,218
002202.png,car,530,179,563,203
002205.png,car,878,173,1162,331
002205.png,car,1148,190,1241,371
002205.png,car,711,173,846,235
002205.png,car,0,242,30,371
002205.png,car,674,174,723,218
002205.png,car,436,182,484,212
002205.png,car,587,174,636,214
002207.png,car,1133,174,1241,268
002207.png,truck,567,157,760,238
002207.png,car,981,172,1119,225
002210.png,car,560,180,614,229
002215.png,car,1133,181,1241,268
002215.png,car,813,179,949,235
002215.png,truck,295,159,547,268
002215.png,car,1027,183,1130,224
002217.png,car,581,176,642,235
002218.png,car,214,197,416,337
002218.png,car,396,186,495,262
002218.png,car,490,174,533,213
002219.png,car,942,213,1241,371
002219.png,car,10,206,338,357
002219.png,car,741,183,849,259
002219.png,car,791,190,1044,331
002219.png,car,434,181,500,225
002219.png,car,0,268,59,375
002219.png,car,699,180,760,235
002219.png,car,490,181,525,217
002219.png,car,592,174,628,194
002220.png,car,606,173,630,190
002224.png,car,303,185,398,237
002224.png,car,457,177,493,205
002228.png,car,567,182,626,229
002228.png,car,505,181,554,215
002228.png,car,77,192,216,249
002228.png,car,429,175,451,189
002232.png,car,876,192,1241,374
002232.png,car,753,185,893,279
002232.png,car,549,173,602,213
002232.png,car,599,179,634,205
002234.png,car,94,202,414,372
002234.png,car,362,179,492,287
002234.png,car,720,189,799,244
