Image,Class,X_min,Y_min,X_max,Y_max
001697.png,car,0,191,235,283
001697.png,car,522,178,583,227
001697.png,car,271,186,350,233
001697.png,car,344,181,385,216
001698.png,car,535,179,563,200
001698.png,car,470,179,525,224
001699.png,car,0,165,287,273
001700.png,car,828,173,1086,262
001701.png,car,709,204,943,329
001701.png,car,33,216,257,359
001701.png,car,0,261,89,374
001701.png,car,580,198,648,234
001701.png,car,403,193,443,222
001701.png,car,1122,171,1241,247
001701.png,car,490,188,509,199
001702.png,car,217,198,496,372
001703.png,car,527,185,562,216
001704.png,truck,344,157,441,238
001705.png,car,0,187,275,372
001705.png,truck,340,142,445,262
001705.png,car,147,170,306,248
001705.png,car,289,180,346,231
001705.png,car,572,176,618,215
001706.png,car,415,181,514,241
001706.png,car,656,168,687,192
001706.png,car,711,174,781,230
001706.png,car,686,171,712,190
001707.png,car,589,170,645,217
001708.png,car,589,179,630,216
001708.png,car,536,181,564,203
001708.png,car,374,173,404,194
001708.png,car,405,181,500,250
001709.png,car,1,194,350,311
001709.png,car,787,204,1242,372
001709.png,car,471,172,536,212
001709.png,car,705,190,801,256
001709.png,car,651,177,704,212
001709.png,car,246,168,394,255
001709.png,car,192,180,389,260
001710.png,car,184,198,439,342
001710.png,car,393,178,505,282
001710.png,car,720,189,796,240
001710.png,car,899,124,1182,235
001710.png,car,502,184,572,241
001710.png,car,564,180,604,207
001711.png,car,273,180,346,207
001711.png,car,425,168,459,197
001713.png,car,601,170,647,208
001714.png,car,220,184,449,315
001714.png,car,465,170,494,191
001716.png,car,1059,186,1153,222
001718.png,car,564,189,709,273
001718.png,car,737,136,1242,373
001718.png,car,0,219,126,374
001718.png,car,458,184,521,222
001718.png,car,65,203,200,305
001718.png,car,283,184,326,213
001718.png,car,648,166,745,211
001720.png,car,119,196,272,266
001720.png,car,0,203,129,299
001720.png,car,395,179,453,216
001721.png,car,450,182,494,221
001721.png,car,573,180,607,203
001721.png,car,646,179,687,217
001721.png,car,112,189,174,247
001721.png,car,680,176,724,235
001721.png,car,700,164,775,253
001722.png,car,634,175,724,212
001722.png,car,754,172,806,196
001723.png,car,0,222,225,375
001723.png,car,197,201,421,334
001723.png,car,799,169,941,248
001723.png,car,402,186,495,263
001723.png,car,662,180,714,220
001723.png,car,732,175,771,206
001723.png,car,482,188,530,237
001723.png,car,663,177,742,220
001726.png,car,592,179,623,205
001727.png,car,202,189,296,234
001729.png,car,1035,239,1241,369
001729.png,car,780,186,846,232
001730.png,car,524,182,560,211
001731.png,car,0,217,229,375
001731.png,car,260,195,474,323
001731.png,car,724,164,752,188
001731.png,car,679,162,725,198
001731.png,car,767,155,796,172
001733.png,car,711,184,857,284
001733.png,car,390,198,478,259
001733.png,car,662,183,720,234
001734.png,car,142,170,271,235
001734.png,car,1013,282,1223,367
001734.png,car,806,182,1094,330
001735.png,car,33,191,133,226
001736.png,car,0,206,288,371
001736.png,car,380,194,487,277
001736.png,car,460,186,514,245
001737.png,car,573,179,662,257
001738.png,car,586,177,652,238
001739.png,car,533,189,567,219
001739.png,car,506,191,530,207
001740.png,car,874,187,1241,373
001740.png,car,776,173,879,251
001740.png,car,608,164,651,196
001740.png,car,738,174,794,227
001741.png,car,42,191,334,345
001741.png,car,712,184,897,308
001741.png,car,553,182,603,220
001741.png,car,357,186,450,254
001741.png,car,221,172,354,241
001742.png,car,0,243,128,375
001742.png,car,332,185,453,258
001742.png,car,0,184,121,255
001742.png,car,577,176,630,221
001742.png,car,93,190,284,268
001742.png,car,95,192,219,271
001743.png,car,0,206,303,372
001743.png,car,281,196,444,302
001743.png,car,782,170,906,242
001743.png,car,423,185,503,254
001743.png,car,659,173,720,218
001743.png,car,725,174,763,206
001744.png,car,464,185,531,236
001744.png,car,330,174,370,199
001744.png,car,590,179,632,215
001744.png,car,551,179,576,198
001745.png,car,948,221,1241,370
001745.png,car,797,182,995,301
001745.png,car,410,186,497,241
001745.png,car,746,183,838,255
001745.png,car,548,178,584,198
001745.png,car,722,182,770,229
001746.png,car,913,188,1241,374
001746.png,car,824,193,981,323
001746.png,car,0,184,154,322
001747.png,car,934,237,1241,373
001747.png,car,552,185,611,230
001747.png,car,238,175,429,258
001750.png,car,0,191,135,254
001750.png,car,412,178,445,200
001750.png,car,240,180,303,215
001750.png,car,279,184,345,217
001751.png,car,0,195,237,302
001751.png,car,570,184,609,220
001751.png,car,308,183,385,240
001751.png,car,409,194,456,219
001752.png,car,428,181,459,199
001753.png,car,523,175,736,370
001753.png,car,223,180,363,238
001754.png,car,0,190,214,368
001754.png,car,168,169,370,321
001754.png,car,365,185,446,246
001755.png,car,483,177,545,229
001755.png,car,251,189,350,237
001756.png,car,440,187,522,245
001756.png,car,552,181,580,201
001757.png,car,41,211,186,264
001757.png,car,267,191,333,226
001759.png,car,946,184,1201,282
001759.png,car,752,187,900,278
001759.png,car,637,176,667,197
001760.png,car,597,175,664,239
001762.png,car,79,192,208,241
001762.png,car,319,180,376,215
001763.png,car,569,182,637,243
001763.png,car,402,184,443,212
001764.png,car,0,209,140,339
001764.png,car,525,181,590,233
001764.png,car,49,188,171,252
001764.png,car,154,183,297,259
001764.png,car,421,181,484,236
001764.png,car,275,184,320,215
001764.png,car,312,185,367,227
001765.png,car,963,221,1241,371
001765.png,car,774,193,984,316
001765.png,car,726,182,823,259
001765.png,car,0,143,406,371
001765.png,car,393,173,472,284
001765.png,car,486,168,558,211
001765.png,car,696,174,747,228
001765.png,car,646,173,674,208
001766.png,car,0,188,104,268
001766.png,car,694,171,741,207
001766.png,car,1060,154,1123,177
001767.png,car,0,201,255,330
001767.png,car,793,173,987,280
001767.png,car,595,180,665,245
001767.png,car,242,188,337,240
001767.png,car,417,182,492,227
001769.png,car,88,198,255,281
001769.png,car,242,181,344,246
001769.png,car,366,183,438,220
001769.png,car,0,181,94,301
001769.png,car,425,180,466,213
001770.png,car,704,196,826,274
001770.png,car,1021,268,1241,371
001770.png,car,679,182,755,246
001770.png,car,653,179,700,216
001771.png,car,791,152,1098,334
001771.png,car,344,179,485,271
001771.png,car,713,170,805,227
001771.png,car,527,167,597,223
001772.png,car,898,111,1241,369
001772.png,car,718,185,916,303
001772.png,car,0,204,335,371
001772.png,car,675,179,752,250
001772.png,car,559,173,587,197
001773.png,truck,839,119,1140,235
001773.png,car,1132,183,1241,372
001773.png,car,185,189,305,246
001773.png,truck,48,171,187,252
001773.png,car,1138,183,1241,270
001773.png,car,383,174,442,211
001774.png,car,425,181,458,199
001775.png,car,487,177,552,227
001775.png,car,457,163,503,205
001775.png,car,601,169,639,202
001776.png,car,374,165,513,263
001778.png,car,0,179,266,333
001778.png,car,717,162,873,289
001778.png,car,343,161,507,287
001778.png,car,609,166,657,195
001779.png,car,143,190,362,279
001779.png,car,1166,157,1241,246
001779.png,car,0,188,211,369
001779.png,car,1010,159,1187,258
001780.png,car,0,190,231,341
001780.png,car,861,195,1099,276
001780.png,car,125,189,357,295
001780.png,car,1070,233,1241,372
001780.png,car,328,184,440,257
001780.png,car,461,178,520,212
001780.png,car,823,184,938,256
001780.png,car,251,181,439,256
001780.png,car,354,175,456,233
001781.png,car,0,202,285,373
001781.png,car,298,194,417,280
001781.png,car,416,185,486,220
001784.png,car,179,193,438,344
001784.png,car,435,182,525,246
001785.png,car,1058,186,1146,221
001786.png,car,115,193,262,256
001787.png,car,283,189,352,225
001788.png,car,54,209,302,334
001788.png,car,280,194,384,276
001788.png,car,382,194,502,270
001788.png,car,479,174,542,233
001788.png,car,1111,157,1241,254
001788.png,car,633,178,691,210
001789.png,car,395,184,476,214
001789.png,car,473,183,539,225
001791.png,car,576,180,634,234
001792.png,car,761,183,906,290
001792.png,car,600,178,661,234
001793.png,car,480,184,545,228
001794.png,car,157,196,332,285
001794.png,car,0,256,72,374
001794.png,car,608,183,715,259
001794.png,car,309,188,387,251
001794.png,car,54,169,223,260
001794.png,car,497,182,551,224
001794.png,car,420,181,459,211
001796.png,car,0,219,259,374
001796.png,car,250,195,431,295
001796.png,car,539,177,587,207
001797.png,car,847,184,1143,344
001797.png,car,784,174,906,271
001797.png,car,777,155,860,240
001798.png,car,543,182,575,205
001799.png,car,562,175,616,227
001800.png,car,961,206,1241,372
001800.png,car,881,176,942,234
001801.png,car,78,207,406,372
001801.png,car,779,196,1171,373
001801.png,car,724,181,860,270
001801.png,car,368,189,456,273
001801.png,car,437,185,504,248
001801.png,car,700,180,758,239
001801.png,car,0,259,92,373
001803.png,car,606,177,663,228
001803.png,car,566,178,604,199
001805.png,car,291,201,428,299
001806.png,car,722,195,923,332
001806.png,car,324,185,434,247
001806.png,car,549,185,601,222
001806.png,car,666,190,727,252
001806.png,car,143,191,208,234
001806.png,car,419,182,500,244
001806.png,car,496,175,531,214
001807.png,car,379,183,420,209
001808.png,car,368,174,415,207
001808.png,car,476,171,505,188
001809.png,car,513,179,547,204
001810.png,car,0,207,354,372
001810.png,car,532,182,567,209
001811.png,car,341,201,528,345
001811.png,car,1044,221,1241,371
001812.png,car,141,196,327,285
001812.png,car,838,169,1098,313
001812.png,car,590,169,644,220
001813.png,car,82,183,202,224
001813.png,car,304,166,383,209
001813.png,car,248,181,312,209
001814.png,car,0,223,287,365
001815.png,truck,887,44,1241,367
001815.png,car,28,161,163,238
001815.png,car,550,173,587,196
001816.png,car,592,177,652,233
001816.png,car,692,180,750,225
001818.png,car,294,189,356,221
001820.png,car,846,191,1241,370
001820.png,car,469,187,511,219
001820.png,car,576,182,608,206
001821.png,car,0,211,241,374
001821.png,car,301,187,447,278
001821.png,car,267,186,330,250
001823.png,car,637,175,680,205
001824.png,car,201,189,290,226
001824.png,car,365,180,411,208
001825.png,car,930,206,1240,371
001825.png,car,575,180,606,203
001825.png,car,467,182,505,217
001826.png,car,106,207,227,253
001826.png,car,292,189,350,222
001827.png,car,0,194,204,372
001827.png,car,724,176,1018,273
001829.png,car,716,182,833,249
001829.png,car,823,181,888,231
001829.png,car,879,181,929,217
001832.png,car,306,181,508,310
001832.png,car,0,195,296,371
001833.png,car,560,175,595,194
001834.png,truck,0,115,243,235
001834.png,car,708,166,733,187
001836.png,car,523,176,736,370
001836.png,car,2,197,171,258
001836.png,car,489,170,584,229
001836.png,car,950,177,1086,218
001837.png,car,512,184,542,209
001837.png,car,568,180,620,224
001838.png,car,997,172,1241,308
001838.png,car,0,228,153,369
001838.png,car,552,194,628,241
001838.png,car,440,197,508,242
001839.png,car,411,173,489,216
001839.png,car,152,168,344,295
001839.png,car,332,179,414,253
001839.png,truck,845,154,930,208
001839.png,car,393,178,452,232
001840.png,car,101,199,391,369
001840.png,car,856,166,1076,236
001840.png,car,832,154,983,226
001840.png,car,769,166,881,213
001840.png,car,1147,137,1241,188
001840.png,car,476,185,513,213
001841.png,car,240,187,335,233
001841.png,car,586,178,635,220
001841.png,car,688,178,772,223
001841.png,car,686,179,749,221
001842.png,car,657,168,688,196
001843.png,car,790,209,1088,366
001843.png,car,562,190,618,233
001843.png,car,296,183,346,212
001843.png,car,331,173,473,242
001843.png,car,489,185,524,214
001844.png,car,0,184,158,258
001844.png,car,364,170,526,223
001844.png,truck,943,145,1053,200
001844.png,car,855,157,1020,248
001845.png,car,225,190,364,246
001845.png,car,343,185,414,229
001845.png,car,426,180,468,213
001845.png,car,346,183,435,227
001847.png,car,579,178,640,235
001848.png,car,839,178,1242,362
001848.png,car,520,185,590,235
001848.png,car,571,180,607,218
001849.png,car,1020,160,1241,373
001849.png,car,285,190,445,258
001849.png,car,73,188,339,309
001849.png,car,983,167,1102,242
001850.png,truck,270,144,541,291
001850.png,car,646,173,701,207
001850.png,car,0,178,39,272
001851.png,car,588,172,622,204
001852.png,car,0,201,227,340
001852.png,car,1045,211,1241,337
001852.png,car,276,194,425,265
001852.png,car,674,193,759,251
001852.png,car,138,201,298,300
001852.png,car,640,188,692,228
001852.png,car,383,187,461,237
001852.png,car,453,184,522,223
001853.png,car,996,181,1172,273
001855.png,car,0,187,310,374
001855.png,car,354,187,469,259
001855.png,car,193,191,323,256
001855.png,car,577,177,653,240
001855.png,car,454,180,507,222
001855.png,car,283,184,345,222
001856.png,car,277,195,482,311
001856.png,car,656,171,718,221
001856.png,car,450,181,525,237
001856.png,car,629,165,660,196
001857.png,car,0,161,334,374
001857.png,car,484,181,537,218
001857.png,car,588,173,625,208
001858.png,car,0,201,306,373
001858.png,car,581,180,665,251
001858.png,car,335,185,442,264
001859.png,car,853,184,1191,372
001859.png,car,365,187,474,256
001859.png,car,770,189,906,279
001859.png,car,536,183,572,201
001859.png,car,732,181,803,243
001859.png,car,457,184,504,230
001860.png,car,74,189,253,285
001860.png,car,221,180,354,248
001860.png,car,0,178,124,315
001861.png,car,52,197,291,312
001861.png,car,449,180,568,233
001862.png,car,543,178,580,202
001862.png,truck,0,168,238,371
001863.png,car,453,182,483,201
001863.png,car,581,174,608,199
001867.png,car,0,196,292,370
001867.png,car,866,227,1241,370
001867.png,car,387,186,498,259
001867.png,car,702,184,819,265
001867.png,car,660,176,705,226
001868.png,car,163,219,392,346
001868.png,car,915,205,1241,372
001868.png,car,707,188,819,271
001868.png,car,524,183,548,208
001868.png,car,378,187,470,258
001868.png,car,480,188,525,226
001868.png,car,653,179,699,220
001869.png,car,178,187,289,243
001872.png,car,219,180,453,335
001872.png,car,875,170,1241,374
001872.png,car,738,175,918,301
001872.png,car,667,174,726,222
001872.png,truck,412,125,532,243
001874.png,car,750,207,1006,349
001874.png,car,705,180,831,270
001874.png,car,675,180,730,225
001875.png,car,0,191,248,300
001875.png,car,497,177,527,197
001876.png,car,578,175,636,230
001876.png,car,895,167,922,190
001877.png,car,0,223,286,365
001877.png,car,721,165,858,210
001877.png,car,310,173,362,209
001877.png,car,443,172,474,197
001878.png,car,817,193,1170,374
001878.png,car,0,221,355,372
001878.png,car,795,184,919,240
001878.png,car,652,182,715,228
001879.png,truck,704,158,851,227
001879.png,car,703,158,851,226
001882.png,car,0,213,336,372
001882.png,car,318,193,495,317
001882.png,car,490,190,593,260
001882.png,car,746,170,787,200
001883.png,car,0,194,68,236
001885.png,car,217,179,310,212
001885.png,car,390,171,451,201
001886.png,car,622,180,663,210
001886.png,car,499,181,556,219
001887.png,car,155,181,410,344
001887.png,car,483,182,538,224
001888.png,car,0,223,287,365
001888.png,car,438,171,472,198
001889.png,car,652,167,675,188
001890.png,car,575,168,609,198
001891.png,car,786,178,955,281
001891.png,car,917,171,1194,343
001891.png,car,1190,233,1241,374
001891.png,car,732,167,857,255
001891.png,car,593,180,638,216
001891.png,car,503,180,530,202
001893.png,car,0,186,319,341
001893.png,car,571,176,616,213
001893.png,car,189,170,328,242
001893.png,truck,359,143,502,250
001895.png,car,204,186,337,230
001895.png,car,111,170,268,226
001895.png,car,567,174,622,203
001895.png,car,432,177,473,217
001896.png,car,511,171,550,205
001896.png,car,412,181,501,239
001896.png,car,68,180,159,219
001896.png,car,278,178,311,198
001896.png,car,582,174,622,208
001897.png,car,651,178,795,274
001897.png,car,546,179,609,221
001898.png,car,602,183,696,251
001898.png,truck,1,141,352,374
001898.png,car,375,182,436,229
001900.png,car,537,188,570,210
001901.png,car,334,178,380,201
001903.png,car,304,186,450,236
001904.png,car,689,175,736,209
001904.png,car,737,177,774,198
001905.png,car,75,182,292,260
001905.png,car,950,180,1241,276
001906.png,car,570,172,614,212
001907.png,car,574,185,658,262
001907.png,car,279,209,330,235
001907.png,car,1149,189,1241,254
001907.png,car,15,207,150,263
001907.png,car,326,203,360,230
001908.png,car,143,191,320,288
001908.png,car,317,212,503,324
001908.png,car,689,187,778,261
001908.png,car,574,187,634,233
001908.png,car,425,186,524,264
001908.png,car,1010,126,1241,370
001908.png,car,803,208,1031,372
001908.png,car,96,194,169,233
001908.png,car,725,208,867,317
001908.png,truck,624,148,679,220
001909.png,car,480,190,611,261
001909.png,car,628,146,1010,354
001909.png,car,0,212,79,365
001909.png,car,1056,159,1238,234
001909.png,car,6,204,129,295
001909.png,car,985,158,1039,219
001909.png,car,373,183,438,221
001909.png,car,348,177,379,200
001909.png,car,188,187,230,214
001909.png,car,552,167,653,223
001912.png,car,0,202,29,279
001912.png,truck,818,161,966,230
001912.png,car,819,161,966,230
001913.png,car,512,178,541,199
001914.png,car,576,174,632,227
001916.png,car,784,185,1213,374
001916.png,car,378,188,506,278
001916.png,car,663,179,740,237
001916.png,car,726,170,880,301
001917.png,car,824,196,1039,370
001917.png,car,708,175,763,230
001917.png,car,750,165,886,281
001917.png,car,684,176,713,207
001918.png,car,564,179,619,228
001918.png,car,512,181,549,209
001918.png,car,403,189,462,227
001919.png,car,717,198,865,308
001919.png,car,854,209,1240,374
001919.png,car,386,198,487,264
001919.png,car,670,192,755,263
001920.png,car,382,181,421,207
001921.png,car,220,203,455,353
001921.png,car,0,211,255,372
001921.png,car,418,175,523,268
001921.png,car,661,187,733,225
001921.png,car,519,191,549,241
001921.png,car,632,183,671,209
001922.png,car,0,192,88,231
001922.png,truck,570,127,644,213
001924.png,car,898,195,1241,371
001924.png,car,781,170,832,233
001924.png,car,806,159,1012,298
001925.png,car,558,177,628,233
001926.png,car,0,220,309,368
001926.png,car,777,191,888,287
001926.png,car,557,177,603,209
001926.png,car,725,190,796,245
001926.png,car,429,166,555,261
001927.png,car,102,181,289,257
001927.png,car,1029,170,1241,275
001928.png,car,192,194,329,264
001928.png,car,345,194,485,279
001928.png,car,575,180,611,211
001928.png,car,165,193,222,236
001928.png,car,456,185,509,225
001929.png,car,816,208,1196,374
001929.png,car,291,208,455,307
001929.png,car,716,200,868,318
001929.png,car,435,205,493,267
001929.png,car,676,201,744,265
001930.png,car,81,176,164,211
001930.png,car,575,170,614,209
001930.png,car,31,189,82,210
001931.png,car,0,160,233,307
001932.png,car,0,179,340,374
001932.png,car,466,181,526,230
001932.png,car,551,175,583,193
001934.png,car,428,182,477,213
001934.png,car,494,178,521,197
001936.png,car,239,191,350,250
001937.png,car,166,198,378,315
001937.png,car,575,179,659,252
001937.png,car,0,191,93,258
001937.png,car,117,191,207,266
001937.png,car,381,183,475,247
001937.png,truck,441,124,542,214
001938.png,car,814,181,1169,317
001938.png,car,243,197,464,279
001938.png,car,748,166,914,270
001939.png,car,553,192,718,277
001939.png,car,253,198,420,262
001939.png,car,170,202,262,257
001939.png,truck,422,170,574,269
001939.png,car,832,174,907,233
001940.png,car,337,157,422,197
001941.png,car,758,187,1083,362
001941.png,car,10,173,333,304
001941.png,car,737,173,827,217
001941.png,truck,0,85,406,257
001941.png,car,431,168,507,212
001941.png,car,346,168,454,223
001941.png,car,633,173,676,196
001942.png,truck,88,98,480,319
001942.png,car,0,191,93,306
001942.png,car,573,174,620,215
001942.png,truck,458,102,539,214
001942.png,car,31,182,91,238
001943.png,car,464,176,500,203
001943.png,car,0,204,83,316
001944.png,car,510,180,559,214
001944.png,car,410,183,488,216
001947.png,car,830,178,1198,368
001947.png,car,79,183,241,247
001947.png,car,709,178,768,242
001947.png,car,752,182,858,279
001948.png,car,0,171,208,299
001948.png,car,353,176,457,216
001949.png,truck,340,145,442,270
001949.png,car,434,177,466,215
001951.png,car,91,186,349,297
001951.png,car,302,177,392,214
001951.png,car,506,173,542,193
001951.png,car,420,180,467,205
001952.png,car,326,186,408,232
001953.png,car,1036,183,1116,234
001953.png,car,917,184,1047,244
001953.png,car,1102,181,1178,220
001954.png,car,0,219,178,373
001954.png,car,800,182,1241,373
001954.png,car,166,196,348,301
001954.png,car,371,186,462,242
001954.png,car,711,180,828,257
001955.png,car,778,180,1028,337
001955.png,car,348,184,499,280
001955.png,car,1041,158,1203,252
001955.png,car,1154,155,1241,275
001955.png,car,0,294,115,372
001955.png,car,452,166,559,242
001955.png,car,988,162,1062,227
001955.png,car,986,161,1091,228
001955.png,car,685,174,729,199
001956.png,car,561,177,615,225
001957.png,car,223,203,384,260
001959.png,car,1061,130,1241,272
001959.png,car,716,181,846,267
001959.png,car,0,220,160,371
001959.png,car,899,150,1128,228
001959.png,car,232,216,343,275
001959.png,car,434,183,497,221
001960.png,car,365,179,468,256
001960.png,car,639,173,698,216
001960.png,car,493,176,543,210
001962.png,car,574,171,636,223
001962.png,car,116,171,200,204
001962.png,car,0,171,100,214
001963.png,car,197,179,409,267
001963.png,car,552,182,611,230
001963.png,car,448,183,499,212
001963.png,car,444,184,501,223
001963.png,car,519,182,558,213
001964.png,car,773,165,1102,368
001964.png,car,63,194,339,345
001964.png,car,307,181,421,268
001964.png,car,0,226,94,375
001964.png,car,414,184,485,234
001964.png,car,714,164,809,271
001964.png,car,1073,279,1241,372
001964.png,car,526,171,561,200
001965.png,car,732,175,787,209
001965.png,car,986,143,1241,318
001966.png,truck,39,112,443,350
001966.png,car,539,197,745,368
001966.png,car,424,180,484,260
001966.png,truck,738,0,1240,371
001967.png,car,0,180,322,341
001967.png,car,918,184,993,245
001967.png,car,561,184,683,241
001967.png,car,803,183,845,213
001968.png,car,0,209,333,372
001968.png,car,331,186,462,228
001969.png,car,816,184,1167,319
001969.png,car,1,183,251,297
001969.png,car,763,188,865,281
001969.png,car,192,172,296,244
001969.png,car,297,169,363,216
001971.png,truck,0,96,260,362
001973.png,car,584,179,643,235
001973.png,car,916,175,973,202
001974.png,car,0,203,152,314
001974.png,car,356,185,424,222
001976.png,car,710,167,869,281
001976.png,car,575,177,626,216
001976.png,car,684,181,735,232
001976.png,car,649,178,684,205
001977.png,car,379,214,667,373
001977.png,car,260,223,439,335
001977.png,car,183,225,294,308
001977.png,car,114,218,210,290
001978.png,car,277,189,370,240
001979.png,car,56,202,362,371
001979.png,car,346,189,433,248
001979.png,car,628,177,706,205
001980.png,car,673,168,792,248
001980.png,car,345,193,441,257
001980.png,car,543,175,579,200
001985.png,car,268,191,462,316
001986.png,car,0,167,316,372
001986.png,car,310,182,376,231
001986.png,car,568,175,628,223
001988.png,car,429,176,483,203
001989.png,car,914,192,990,221
001989.png,car,550,188,597,228
001989.png,car,798,190,869,220
001989.png,car,499,186,533,213
001990.png,car,563,175,615,221
001991.png,car,133,193,374,320
001991.png,car,0,201,118,302
001991.png,car,578,176,636,224
001991.png,truck,387,141,498,243
001992.png,car,0,218,329,371
001992.png,car,290,161,496,315
001992.png,car,487,186,534,253
001992.png,car,677,180,778,228
001992.png,car,639,181,685,208
001992.png,car,520,185,562,230
001993.png,car,604,170,658,213
001993.png,car,494,167,533,196
001996.png,car,0,197,235,298
001996.png,car,381,190,467,248
001999.png,car,180,195,345,299
001999.png,car,0,192,218,301
001999.png,car,928,188,1236,296
001999.png,car,871,197,963,282
001999.png,car,283,171,445,252
001999.png,car,874,242,1241,374
001999.png,car,421,188,515,233
001999.png,car,811,195,911,271
001999.png,car,0,243,189,368
001999.png,car,725,185,816,241
002000.png,car,0,223,286,365
002000.png,car,227,180,309,227
002000.png,car,440,176,476,203
002001.png,car,978,179,1228,373
002002.png,car,902,185,1241,374
002002.png,car,0,220,248,371
002002.png,car,695,182,784,246
002002.png,truck,289,109,502,306
002003.png,car,0,213,276,374
002003.png,car,802,189,996,308
002003.png,car,402,185,515,261
002003.png,car,752,187,841,260
002003.png,car,496,183,539,236
002003.png,car,318,188,351,207
002004.png,car,739,187,844,248
002004.png,truck,589,149,664,228
002004.png,car,484,140,525,184
002006.png,car,558,174,620,231
002006.png,car,0,175,99,215
002008.png,car,47,181,224,262
002008.png,car,320,180,386,217
002008.png,car,544,170,716,320
002009.png,car,875,174,1122,247
002010.png,car,170,142,372,274
002011.png,car,588,171,624,202
002011.png,truck,204,188,352,255
002012.png,car,0,261,93,373
002012.png,car,284,193,417,266
002012.png,car,396,189,457,239
002012.png,car,798,156,903,195
002012.png,car,443,185,491,228
002014.png,car,0,223,286,366
002014.png,car,132,179,249,239
002014.png,car,453,174,512,207
002014.png,car,1128,144,1223,202
002016.png,car,29,196,247,281
002017.png,car,545,170,718,323
002017.png,car,349,180,408,212
002018.png,car,523,177,736,370
002018.png,car,1024,171,1236,241
002018.png,car,929,171,1041,218
002018.png,car,482,180,560,236
002018.png,car,0,200,82,258
002019.png,car,444,181,524,233
002020.png,car,1013,173,1242,290
002020.png,car,717,184,834,263
002020.png,car,364,187,476,272
002020.png,car,681,174,747,238
002020.png,car,424,163,512,238
002021.png,car,303,187,382,238
002021.png,car,226,190,310,239
002021.png,car,458,182,490,207
002022.png,car,470,174,547,233
002024.png,car,767,193,1217,374
002024.png,car,0,203,251,368
002024.png,car,647,174,783,273
002024.png,car,221,181,345,289
002024.png,car,354,187,404,237
002024.png,car,611,180,666,247
002024.png,car,583,179,626,230
002024.png,car,333,190,377,253
002024.png,car,389,159,472,210
002025.png,car,583,172,609,194
002026.png,car,652,181,690,217
002027.png,car,470,179,532,225
002027.png,car,614,178,656,209
002028.png,car,716,176,879,282
002028.png,car,377,177,464,238
002029.png,car,691,190,770,248
002029.png,car,0,299,143,374
002032.png,car,0,167,49,225
002033.png,car,578,176,827,260
002033.png,car,544,180,579,208
002034.png,car,384,192,514,284
002034.png,car,599,203,630,228
002034.png,car,537,204,563,228
002035.png,car,920,225,1241,373
002035.png,car,713,186,867,293
002035.png,car,265,191,451,298
002035.png,car,655,178,721,234
002037.png,car,131,189,225,235
002037.png,car,376,185,410,202
002038.png,car,622,179,778,249
002038.png,car,1095,178,1228,258
002038.png,truck,0,159,218,313
002038.png,car,875,180,975,226
002038.png,car,1079,184,1109,209
002039.png,car,65,191,383,291
002039.png,car,420,184,460,213
002040.png,car,0,210,87,271
002040.png,car,572,181,653,260
002041.png,car,733,162,907,229
002041.png,car,206,184,391,316
002041.png,car,1046,201,1241,370
002041.png,car,354,190,441,266
002041.png,car,1000,178,1163,317
002043.png,car,548,183,587,205
002043.png,car,320,177,409,226
002044.png,car,31,181,244,284
002044.png,car,267,186,444,299
002044.png,car,708,189,821,268
002044.png,car,657,181,710,222
002044.png,car,437,179,510,233
002045.png,car,724,158,875,273
002046.png,car,1051,200,1206,263
002046.png,car,558,182,601,218
002046.png,car,512,180,543,207
002047.png,car,815,200,1239,373
002047.png,car,239,169,313,204
002048.png,car,890,186,983,244
002048.png,car,862,169,911,212
002048.png,car,389,177,540,246
002049.png,car,855,192,1241,372
002049.png,car,496,168,566,218
002049.png,car,563,176,601,207
002049.png,car,629,170,661,195
002050.png,car,0,197,238,370
002050.png,car,299,166,456,244
002050.png,car,841,219,1241,375
002050.png,car,804,191,891,259
002050.png,car,633,182,673,214
002050.png,car,722,182,804,231
002050.png,car,34,186,257,281
002050.png,car,848,181,1199,278
002051.png,car,680,178,759,242
002051.png,car,538,173,584,209
002052.png,truck,0,4,379,373
002052.png,car,576,175,620,213
002052.png,truck,506,127,561,203
002053.png,car,528,182,557,207
002054.png,car,731,188,913,306
002054.png,car,692,165,745,217
002054.png,car,546,168,601,216
002056.png,car,0,207,95,281
002056.png,car,276,187,348,226
002057.png,car,721,149,893,253
002057.png,car,305,188,441,275
002057.png,car,464,170,507,218
002057.png,car,435,187,486,230
002057.png,car,570,163,606,192
002060.png,car,80,184,342,324
002060.png,car,741,192,893,283
002060.png,car,567,180,626,226
002060.png,car,0,189,50,290
002060.png,car,375,168,503,224
002061.png,car,380,174,474,249
002062.png,car,245,181,448,304
002062.png,car,979,219,1241,369
002062.png,car,721,194,906,307
002062.png,car,454,180,522,228
002062.png,car,669,185,734,235
002063.png,car,0,190,142,316
002064.png,car,194,177,419,316
002067.png,car,1115,153,1241,243
002067.png,car,0,211,250,374
002067.png,car,964,165,1097,240
002067.png,car,220,191,431,320
002067.png,car,442,179,528,234
002067.png,car,896,167,993,226
002067.png,car,486,165,555,215
002068.png,truck,769,72,1241,373
002068.png,car,338,177,480,281
002068.png,car,691,181,777,243
002068.png,car,473,182,534,220
002068.png,car,654,183,695,208
002069.png,car,526,171,561,195
002070.png,car,565,175,621,228
002070.png,car,436,181,490,223
